DEBUG   2019-01-14 15:05:27,993 [main] org.jboss.logging  - Logging Provider: org.jboss.logging.Log4jLoggerProvider
DEBUG   2019-01-14 15:07:28,848 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : attachmentMnemonic
DEBUG   2019-01-14 15:07:28,848 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : attachmentType
DEBUG   2019-01-14 15:07:28,848 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : blobData
DEBUG   2019-01-14 15:07:28,848 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : bodySiteSnomedType
DEBUG   2019-01-14 15:07:28,848 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : jsonData
DEBUG   2019-01-14 15:07:28,848 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : mimeType
DEBUG   2019-01-14 15:07:28,848 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : requestId
DEBUG   2019-01-14 15:07:28,848 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : systemOnlyManaged
DEBUG   2019-01-14 15:07:28,848 [main] org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
DEBUG   2019-01-14 15:07:28,848 [main] org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
DEBUG   2019-01-14 15:07:28,848 [main] org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.abehrdigital.dicomprocessor.models.AttachmentData)
    - Returns
       - EntityReturnImpl(entity=com.abehrdigital.dicomprocessor.models.AttachmentData, querySpaceUid=<gen:0>, path=com.abehrdigital.dicomprocessor.models.AttachmentData)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.abehrdigital.dicomprocessor.models.AttachmentData)
          - SQL table alias mapping - attachment0_
          - alias suffix - 0_
          - suffixed key columns - {id1_0_0_}

DEBUG   2019-01-14 15:07:28,848 [main] org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.abehrdigital.dicomprocessor.models.AttachmentData [NONE]: select attachment0_.id as id1_0_0_, attachment0_.attachment_mnemonic as attachme2_0_0_, attachment0_.attachment_type as attachme3_0_0_, attachment0_.blob_data as blob_dat4_0_0_, attachment0_.body_site_snomed_type as body_sit5_0_0_, attachment0_.json_data as json_dat6_0_0_, attachment0_.mime_type as mime_typ7_0_0_, attachment0_.request_id as request_8_0_0_, attachment0_.system_only_managed as system_o9_0_0_ from attachment_data attachment0_ where attachment0_.id=?
DEBUG   2019-01-14 15:07:28,849 [main] org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@315ba14a]
DEBUG   2019-01-14 15:07:28,849 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : attachmentMnemonic
DEBUG   2019-01-14 15:07:28,849 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : attachmentType
DEBUG   2019-01-14 15:07:28,849 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : blobData
DEBUG   2019-01-14 15:07:28,849 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : bodySiteSnomedType
DEBUG   2019-01-14 15:07:28,849 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : jsonData
DEBUG   2019-01-14 15:07:28,849 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : mimeType
DEBUG   2019-01-14 15:07:28,849 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : requestId
DEBUG   2019-01-14 15:07:28,849 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : systemOnlyManaged
DEBUG   2019-01-14 15:07:28,849 [main] org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
DEBUG   2019-01-14 15:07:28,849 [main] org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
DEBUG   2019-01-14 15:07:28,849 [main] org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.abehrdigital.dicomprocessor.models.AttachmentData)
    - Returns
       - EntityReturnImpl(entity=com.abehrdigital.dicomprocessor.models.AttachmentData, querySpaceUid=<gen:0>, path=com.abehrdigital.dicomprocessor.models.AttachmentData)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.abehrdigital.dicomprocessor.models.AttachmentData)
          - SQL table alias mapping - attachment0_
          - alias suffix - 0_
          - suffixed key columns - {id1_0_0_}

DEBUG   2019-01-14 15:07:28,850 [main] org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.abehrdigital.dicomprocessor.models.AttachmentData [READ]: select attachment0_.id as id1_0_0_, attachment0_.attachment_mnemonic as attachme2_0_0_, attachment0_.attachment_type as attachme3_0_0_, attachment0_.blob_data as blob_dat4_0_0_, attachment0_.body_site_snomed_type as body_sit5_0_0_, attachment0_.json_data as json_dat6_0_0_, attachment0_.mime_type as mime_typ7_0_0_, attachment0_.request_id as request_8_0_0_, attachment0_.system_only_managed as system_o9_0_0_ from attachment_data attachment0_ where attachment0_.id=?
DEBUG   2019-01-14 15:07:28,850 [main] org.hibernate.loader.Loader  - Static select for action ACTION_MERGE on entity com.abehrdigital.dicomprocessor.models.AttachmentData: /* load com.abehrdigital.dicomprocessor.models.AttachmentData */ select attachment0_.id as id1_0_0_, attachment0_.attachment_mnemonic as attachme2_0_0_, attachment0_.attachment_type as attachme3_0_0_, attachment0_.blob_data as blob_dat4_0_0_, attachment0_.body_site_snomed_type as body_sit5_0_0_, attachment0_.json_data as json_dat6_0_0_, attachment0_.mime_type as mime_typ7_0_0_, attachment0_.request_id as request_8_0_0_, attachment0_.system_only_managed as system_o9_0_0_ from attachment_data attachment0_ where attachment0_.id=?
DEBUG   2019-01-14 15:07:28,850 [main] org.hibernate.loader.Loader  - Static select for action ACTION_REFRESH on entity com.abehrdigital.dicomprocessor.models.AttachmentData: /* load com.abehrdigital.dicomprocessor.models.AttachmentData */ select attachment0_.id as id1_0_0_, attachment0_.attachment_mnemonic as attachme2_0_0_, attachment0_.attachment_type as attachme3_0_0_, attachment0_.blob_data as blob_dat4_0_0_, attachment0_.body_site_snomed_type as body_sit5_0_0_, attachment0_.json_data as json_dat6_0_0_, attachment0_.mime_type as mime_typ7_0_0_, attachment0_.request_id as request_8_0_0_, attachment0_.system_only_managed as system_o9_0_0_ from attachment_data attachment0_ where attachment0_.id=?
DEBUG   2019-01-14 15:07:28,850 [main] org.hibernate.persister.entity.AbstractEntityPersister  - Static SQL for entity: com.abehrdigital.dicomprocessor.models.RequestRoutineExecution
DEBUG   2019-01-14 15:07:28,850 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Version select: /* get version com.abehrdigital.dicomprocessor.models.RequestRoutineExecution */ select id from request_routine_execution where id =?
DEBUG   2019-01-14 15:07:28,850 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Snapshot select: /* get current state com.abehrdigital.dicomprocessor.models.RequestRoutineExecution */ select requestrou_.id, requestrou_.execution_date_time as executio2_5_, requestrou_.log_text as log_text3_5_, requestrou_.request_routine_id as request_4_5_, requestrou_.status as status5_5_, requestrou_.try_number as try_numb6_5_ from request_routine_execution requestrou_ where requestrou_.id=?
DEBUG   2019-01-14 15:07:28,850 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Insert 0: /* insert com.abehrdigital.dicomprocessor.models.RequestRoutineExecution */ insert into request_routine_execution (execution_date_time, log_text, request_routine_id, status, try_number, id) values (?, ?, ?, ?, ?, ?)
DEBUG   2019-01-14 15:07:28,850 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Update 0: /* update com.abehrdigital.dicomprocessor.models.RequestRoutineExecution */ update request_routine_execution set execution_date_time=?, log_text=?, request_routine_id=?, status=?, try_number=? where id=?
DEBUG   2019-01-14 15:07:28,850 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Delete 0: /* delete com.abehrdigital.dicomprocessor.models.RequestRoutineExecution */ delete from request_routine_execution where id=?
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Identity insert: /* insert com.abehrdigital.dicomprocessor.models.RequestRoutineExecution */ insert into request_routine_execution (execution_date_time, log_text, request_routine_id, status, try_number) values (?, ?, ?, ?, ?)
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@27f0ad19]
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : executionDateTime
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : log
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : requestRoutineId
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : status
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : tryNumber
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.abehrdigital.dicomprocessor.models.RequestRoutineExecution)
    - Returns
       - EntityReturnImpl(entity=com.abehrdigital.dicomprocessor.models.RequestRoutineExecution, querySpaceUid=<gen:0>, path=com.abehrdigital.dicomprocessor.models.RequestRoutineExecution)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.abehrdigital.dicomprocessor.models.RequestRoutineExecution)
          - SQL table alias mapping - requestrou0_
          - alias suffix - 0_
          - suffixed key columns - {id1_5_0_}

DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.abehrdigital.dicomprocessor.models.RequestRoutineExecution [NONE]: select requestrou0_.id as id1_5_0_, requestrou0_.execution_date_time as executio2_5_0_, requestrou0_.log_text as log_text3_5_0_, requestrou0_.request_routine_id as request_4_5_0_, requestrou0_.status as status5_5_0_, requestrou0_.try_number as try_numb6_5_0_ from request_routine_execution requestrou0_ where requestrou0_.id=?
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@38d5b107]
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : executionDateTime
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : log
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : requestRoutineId
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : status
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : tryNumber
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
DEBUG   2019-01-14 15:07:28,851 [main] org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
DEBUG   2019-01-14 15:07:28,852 [main] org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.abehrdigital.dicomprocessor.models.RequestRoutineExecution)
    - Returns
       - EntityReturnImpl(entity=com.abehrdigital.dicomprocessor.models.RequestRoutineExecution, querySpaceUid=<gen:0>, path=com.abehrdigital.dicomprocessor.models.RequestRoutineExecution)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.abehrdigital.dicomprocessor.models.RequestRoutineExecution)
          - SQL table alias mapping - requestrou0_
          - alias suffix - 0_
          - suffixed key columns - {id1_5_0_}

DEBUG   2019-01-14 15:07:28,852 [main] org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.abehrdigital.dicomprocessor.models.RequestRoutineExecution [READ]: select requestrou0_.id as id1_5_0_, requestrou0_.execution_date_time as executio2_5_0_, requestrou0_.log_text as log_text3_5_0_, requestrou0_.request_routine_id as request_4_5_0_, requestrou0_.status as status5_5_0_, requestrou0_.try_number as try_numb6_5_0_ from request_routine_execution requestrou0_ where requestrou0_.id=?
DEBUG   2019-01-14 15:07:28,852 [main] org.hibernate.loader.Loader  - Static select for action ACTION_MERGE on entity com.abehrdigital.dicomprocessor.models.RequestRoutineExecution: /* load com.abehrdigital.dicomprocessor.models.RequestRoutineExecution */ select requestrou0_.id as id1_5_0_, requestrou0_.execution_date_time as executio2_5_0_, requestrou0_.log_text as log_text3_5_0_, requestrou0_.request_routine_id as request_4_5_0_, requestrou0_.status as status5_5_0_, requestrou0_.try_number as try_numb6_5_0_ from request_routine_execution requestrou0_ where requestrou0_.id=?
DEBUG   2019-01-14 15:07:28,852 [main] org.hibernate.loader.Loader  - Static select for action ACTION_REFRESH on entity com.abehrdigital.dicomprocessor.models.RequestRoutineExecution: /* load com.abehrdigital.dicomprocessor.models.RequestRoutineExecution */ select requestrou0_.id as id1_5_0_, requestrou0_.execution_date_time as executio2_5_0_, requestrou0_.log_text as log_text3_5_0_, requestrou0_.request_routine_id as request_4_5_0_, requestrou0_.status as status5_5_0_, requestrou0_.try_number as try_numb6_5_0_ from request_routine_execution requestrou0_ where requestrou0_.id=?
DEBUG   2019-01-14 15:07:28,852 [main] org.hibernate.persister.entity.AbstractEntityPersister  - Static SQL for entity: com.abehrdigital.dicomprocessor.models.RequestQueue
DEBUG   2019-01-14 15:07:28,852 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Version select: /* get version com.abehrdigital.dicomprocessor.models.RequestQueue */ select request_queue from request_queue where request_queue =?
DEBUG   2019-01-14 15:07:28,852 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Snapshot select: /* get current state com.abehrdigital.dicomprocessor.models.RequestQueue */ select requestque_.request_queue, requestque_.busy_yield_ms as busy_yie2_2_, requestque_.idle_yield_ms as idle_yie3_2_, requestque_.last_poll_date as last_pol4_2_, requestque_.last_thread_spawn_date as last_thr5_2_, requestque_.last_thread_spawn_request_id as last_thr6_2_, requestque_.maximum_active_threads as maximum_7_2_, requestque_.total_active_thread_count as total_ac8_2_, requestque_.total_execute_count as total_ex9_2_ from request_queue requestque_ where requestque_.request_queue=?
DEBUG   2019-01-14 15:07:28,852 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Insert 0: /* insert com.abehrdigital.dicomprocessor.models.RequestQueue */ insert into request_queue (busy_yield_ms, idle_yield_ms, last_poll_date, last_thread_spawn_date, last_thread_spawn_request_id, maximum_active_threads, total_active_thread_count, total_execute_count, request_queue) values (?, ?, ?, ?, ?, ?, ?, ?, ?)
DEBUG   2019-01-14 15:07:28,852 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Update 0: /* update com.abehrdigital.dicomprocessor.models.RequestQueue */ update request_queue set busy_yield_ms=?, idle_yield_ms=?, last_poll_date=?, last_thread_spawn_date=?, last_thread_spawn_request_id=?, maximum_active_threads=?, total_active_thread_count=?, total_execute_count=? where request_queue=?
DEBUG   2019-01-14 15:07:28,852 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Delete 0: /* delete com.abehrdigital.dicomprocessor.models.RequestQueue */ delete from request_queue where request_queue=?
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@44ea608c]
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : busyYieldMs
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : idleYieldMs
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : lastPollDate
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : lastThreadSpawnDate
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : lastThreadSpawnRequestId
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : maximumActiveThreads
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : totalActiveThreadCount
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : totalExecuteCount
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.abehrdigital.dicomprocessor.models.RequestQueue)
    - Returns
       - EntityReturnImpl(entity=com.abehrdigital.dicomprocessor.models.RequestQueue, querySpaceUid=<gen:0>, path=com.abehrdigital.dicomprocessor.models.RequestQueue)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.abehrdigital.dicomprocessor.models.RequestQueue)
          - SQL table alias mapping - requestque0_
          - alias suffix - 0_
          - suffixed key columns - {request_1_2_0_}

DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.abehrdigital.dicomprocessor.models.RequestQueue [NONE]: select requestque0_.request_queue as request_1_2_0_, requestque0_.busy_yield_ms as busy_yie2_2_0_, requestque0_.idle_yield_ms as idle_yie3_2_0_, requestque0_.last_poll_date as last_pol4_2_0_, requestque0_.last_thread_spawn_date as last_thr5_2_0_, requestque0_.last_thread_spawn_request_id as last_thr6_2_0_, requestque0_.maximum_active_threads as maximum_7_2_0_, requestque0_.total_active_thread_count as total_ac8_2_0_, requestque0_.total_execute_count as total_ex9_2_0_ from request_queue requestque0_ where requestque0_.request_queue=?
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@450794b4]
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : busyYieldMs
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : idleYieldMs
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : lastPollDate
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : lastThreadSpawnDate
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : lastThreadSpawnRequestId
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : maximumActiveThreads
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : totalActiveThreadCount
DEBUG   2019-01-14 15:07:28,853 [main] org.hibernate.persister.walking.spi.MetamodelGraphWalker  - Visiting attribute path : totalExecuteCount
DEBUG   2019-01-14 15:07:28,854 [main] org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
DEBUG   2019-01-14 15:07:28,854 [main] org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
DEBUG   2019-01-14 15:07:28,854 [main] org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.abehrdigital.dicomprocessor.models.RequestQueue)
    - Returns
       - EntityReturnImpl(entity=com.abehrdigital.dicomprocessor.models.RequestQueue, querySpaceUid=<gen:0>, path=com.abehrdigital.dicomprocessor.models.RequestQueue)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.abehrdigital.dicomprocessor.models.RequestQueue)
          - SQL table alias mapping - requestque0_
          - alias suffix - 0_
          - suffixed key columns - {request_1_2_0_}

DEBUG   2019-01-14 15:07:28,854 [main] org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.abehrdigital.dicomprocessor.models.RequestQueue [READ]: select requestque0_.request_queue as request_1_2_0_, requestque0_.busy_yield_ms as busy_yie2_2_0_, requestque0_.idle_yield_ms as idle_yie3_2_0_, requestque0_.last_poll_date as last_pol4_2_0_, requestque0_.last_thread_spawn_date as last_thr5_2_0_, requestque0_.last_thread_spawn_request_id as last_thr6_2_0_, requestque0_.maximum_active_threads as maximum_7_2_0_, requestque0_.total_active_thread_count as total_ac8_2_0_, requestque0_.total_execute_count as total_ex9_2_0_ from request_queue requestque0_ where requestque0_.request_queue=?
DEBUG   2019-01-14 15:07:28,854 [main] org.hibernate.loader.Loader  - Static select for action ACTION_MERGE on entity com.abehrdigital.dicomprocessor.models.RequestQueue: /* load com.abehrdigital.dicomprocessor.models.RequestQueue */ select requestque0_.request_queue as request_1_2_0_, requestque0_.busy_yield_ms as busy_yie2_2_0_, requestque0_.idle_yield_ms as idle_yie3_2_0_, requestque0_.last_poll_date as last_pol4_2_0_, requestque0_.last_thread_spawn_date as last_thr5_2_0_, requestque0_.last_thread_spawn_request_id as last_thr6_2_0_, requestque0_.maximum_active_threads as maximum_7_2_0_, requestque0_.total_active_thread_count as total_ac8_2_0_, requestque0_.total_execute_count as total_ex9_2_0_ from request_queue requestque0_ where requestque0_.request_queue=?
DEBUG   2019-01-14 15:07:28,855 [main] org.hibernate.loader.Loader  - Static select for action ACTION_REFRESH on entity com.abehrdigital.dicomprocessor.models.RequestQueue: /* load com.abehrdigital.dicomprocessor.models.RequestQueue */ select requestque0_.request_queue as request_1_2_0_, requestque0_.busy_yield_ms as busy_yie2_2_0_, requestque0_.idle_yield_ms as idle_yie3_2_0_, requestque0_.last_poll_date as last_pol4_2_0_, requestque0_.last_thread_spawn_date as last_thr5_2_0_, requestque0_.last_thread_spawn_request_id as last_thr6_2_0_, requestque0_.maximum_active_threads as maximum_7_2_0_, requestque0_.total_active_thread_count as total_ac8_2_0_, requestque0_.total_execute_count as total_ex9_2_0_ from request_queue requestque0_ where requestque0_.request_queue=?
DEBUG   2019-01-14 15:07:28,855 [main] org.hibernate.persister.entity.AbstractEntityPersister  - Static SQL for entity: com.abehrdigital.dicomprocessor.models.RequestQueueLock
DEBUG   2019-01-14 15:07:28,855 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Version select: /* get version com.abehrdigital.dicomprocessor.models.RequestQueueLock */ select request_queue from request_queue_lock where request_queue =?
DEBUG   2019-01-14 15:07:28,855 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Snapshot select: /* get current state com.abehrdigital.dicomprocessor.models.RequestQueueLock */ select requestque_.request_queue from request_queue_lock requestque_ where requestque_.request_queue=?
DEBUG   2019-01-14 15:07:28,855 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Insert 0: /* insert com.abehrdigital.dicomprocessor.models.RequestQueueLock */ insert into request_queue_lock (request_queue) values (?)
DEBUG   2019-01-14 15:07:28,855 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Update 0: null
DEBUG   2019-01-14 15:07:28,855 [main] org.hibernate.persister.entity.AbstractEntityPersister  -  Delete 0: /* delete com.abehrdigital.dicomprocessor.models.RequestQueueLock */ delete from request_queue_lock where request_queue=?
DEBUG   2019-01-14 15:07:28,855 [main] org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@30457e14]
DEBUG   2019-01-14 15:07:28,855 [main] org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
DEBUG   2019-01-14 15:07:28,855 [main] org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
DEBUG   2019-01-14 15:07:28,856 [main] org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.abehrdigital.dicomprocessor.models.RequestQueueLock)
    - Returns
       - EntityReturnImpl(entity=com.abehrdigital.dicomprocessor.models.RequestQueueLock, querySpaceUid=<gen:0>, path=com.abehrdigital.dicomprocessor.models.RequestQueueLock)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.abehrdigital.dicomprocessor.models.RequestQueueLock)
          - SQL table alias mapping - requestque0_
          - alias suffix - 0_
          - suffixed key columns - {request_1_3_0_}

DEBUG   2019-01-14 15:07:28,856 [main] org.hibernate.loader.entity.plan.EntityLoader  - Static select for entity com.abehrdigital.dicomprocessor.models.RequestQueueLock [NONE]: select requestque0_.request_queue as request_1_3_0_ from request_queue_lock requestque0_ where requestque0_.request_queue=?
DEBUG   2019-01-14 15:07:28,856 [main] org.hibernate.loader.plan.build.internal.spaces.QuerySpacesImpl  - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@632aa1a3]
DEBUG   2019-01-14 15:07:28,856 [main] org.hibernate.loader.plan.build.internal.FetchStyleLoadPlanBuildingAssociationVisitationStrategy  - Building LoadPlan...
DEBUG   2019-01-14 15:07:28,856 [main] org.hibernate.loader.plan.exec.internal.LoadQueryJoinAndFetchProcessor  - processing queryspace <gen:0>
DEBUG   2019-01-14 15:07:28,856 [main] org.hibernate.loader.plan.build.spi.LoadPlanTreePrinter  - LoadPlan(entity=com.abehrdigital.dicomprocessor.models.RequestQueueLock)
    - Returns
       - EntityReturnImpl(entity=com.abehrdigital.dicomprocessor.models.RequestQueueLock, querySpaceUid=<gen:0>, path=com.abehrdigital.dicomprocessor.models.RequestQueueLock)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.abehrdigital.dicomprocessor.models.RequestQueueLock)
          - SQL table alias mapping - requestque0_
          - alias suffix - 0_
          - suffixed key columns - {request_1_3_0_}

